country,age,gender,smoker,state,simulated_deaths,simulated_population,simulated_rates
Germany (insured),54,M,No,Bayern,430,139232.3114834648,0.00308836358039683
Germany (insured),54,M,No,Berlin,120.2,39196.300467938556,0.0030666159450002213
Germany (insured),54,M,No,Brandenburg,81.84,26754.730561763095,0.003058898306266736
Germany (insured),54,M,No,Bremen,21.98,7168.363461965938,0.003066250772107465
Germany (insured),54,M,No,Hamburg,59.28,19795.665409155168,0.002994594966865018
Germany (insured),54,M,No,Hessen,204.7,66540.29137185338,0.0030763315846643303
Germany (insured),54,M,No,Mecklenburg-Vorpommern,52,16886.713228349257,0.0030793440556983512
Germany (insured),54,M,No,Niedersachsen,259.34,84585.50328343267,0.003066010012744058
Germany (insured),54,M,No,Nordrhein-Westfalen,575.52,188513.7933803112,0.0030529331020300214
Germany (insured),54,M,No,Rheinland-Pfalz,134.54,43259.86507400214,0.003110042062541116
Germany (insured),54,M,No,Saarland,31.98,10305.568527680256,0.0031031766868662583
Germany (insured),54,M,No,Sachsen,132.32,42380.596616922965,0.0031221835123284554
Germany (insured),54,M,No,Sachsen-Anhalt,70.48,22596.755795358284,0.003119031804312266
Germany (insured),54,M,No,Schleswig-Holstein,94.74,30734.50744594317,0.003082528658272195
Germany (insured),54,M,No,Thüringen,67.54,21994.51016990165,0.0030707662720502412
Germany (insured),54,M,Yes,Baden-Württemberg,357.84,43463.628074333705,0.00823309088205899
Germany (insured),54,M,Yes,Bayern,427.84,51496.88232950067,0.008308075763936221
Germany (insured),54,M,Yes,Berlin,122.1,14497.261816908778,0.008422280120345866
Germany (insured),54,M,Yes,Brandenburg,81.12,9895.585276268543,0.008197594961314808
Germany (insured),54,M,Yes,Bremen,21.9,2651.312513329868,0.008260059834476129
Germany (insured),54,M,Yes,Hamburg,59.76,7321.684466399857,0.00816205618724028
Germany (insured),54,M,Yes,Hessen,207.78,24610.792699178644,0.00844263744527556
Germany (insured),54,M,Yes,Mecklenburg-Vorpommern,51.96,6245.770646101779,0.008319229594578564
Germany (insured),54,M,Yes,Niedersachsen,257.1,31285.04915962578,0.008217982931341999
Germany (insured),54,M,Yes,Nordrhein-Westfalen,575.26,69724.27974340276,0.008250497561495864
Germany (insured),54,M,Yes,Rheinland-Pfalz,131.24,16000.224068466545,0.008202385131508848
Germany (insured),54,M,Yes,Saarland,30.84,3811.6486335255736,0.008090987120046958
Germany (insured),54,M,Yes,Sachsen,131.82,15675.015187081097,0.008409561230195317
Germany (insured),54,M,Yes,Sachsen-Anhalt,69.68,8357.7041982832,0.008337217774985785
Germany (insured),54,M,Yes,Schleswig-Holstein,92.64,11367.557548499532,0.008149507896023634
Germany (insured),54,M,Yes,Thüringen,65.14,8134.955816264994,0.00800741902860239
Germany (insured),55,F,No,Baden-Württemberg,283.16,125669.8577808437,0.0022532053827402604
Germany (insured),55,F,No,Bayern,332.2,148897.047145653,0.0022310717799194344
Germany (insured),55,F,No,Berlin,93.7,41917.09048371962,0.0022353650723060704
Germany (insured),55,F,No,Brandenburg,64.78,28611.895725779053,0.002264093250613724
Germany (insured),55,F,No,Bremen,17.94,7665.951537982453,0.0023402182900730288
Germany (insured),55,F,No,Hamburg,46.84,21169.77082619645,0.002212588902570359
Germany (insured),55,F,No,Hessen,158.9,71159.1497398718,0.002233022746630225
Germany (insured),55,F,No,Mecklenburg-Vorpommern,40.88,18058.89530172204,0.002263704358267242
Germany (insured),55,F,No,Niedersachsen,203.08,90456.96028488176,0.0022450455925163465
Germany (insured),55,F,No,Nordrhein-Westfalen,455.1,201599.37647725956,0.0022574474581836586
Germany (insured),55,F,No,Rheinland-Pfalz,104.9,46262.725231012555,0.0022674842322016847
Germany (insured),55,F,No,Saarland,25.86,11020.923998026125,0.002346445724934823
Germany (insured),55,F,No,Sachsen,101.12,45322.42282913113,0.002231125206638441
Germany (insured),55,F,No,Sachsen-Anhalt,54.02,24165.297387882903,0.002235437004267409
Germany (insured),55,F,No,Schleswig-Holstein,75.06,32867.92667175178,0.0022836852701302282
Germany (insured),55,F,No,Thüringen,52.82,23521.247207781365,0.0022456292191226127
Germany (insured),55,F,Yes,Baden-Württemberg,194.42,33004.20507375693,0.005890764512143688
Germany (insured),55,F,Yes,Bayern,230.98,39104.27500794927,0.005906771061553896
Germany (insured),55,F,Yes,Berlin,64.72,11008.528813906163,0.005879078039769
Germany (insured),55,F,Yes,Brandenburg,43.48,7514.235241113692,0.0057863506537700286
Germany (insured),55,F,Yes,Bremen,11.5,2013.280201894382,0.005712071270148664
Germany (insured),55,F,Yes,Hamburg,33.08,5559.737792738463,0.005949920883536193
Germany (insured),55,F,Yes,Hessen,106.96,18688.261547845123,0.005723378802579589
Germany (insured),55,F,Yes,Mecklenburg-Vorpommern,27.72,4742.740180250234,0.005844722448729514
Germany (insured),55,F,Yes,Niedersachsen,141.98,23756.373408150765,0.005976501444925383
Germany (insured),55,F,Yes,Nordrhein-Westfalen,310.56,52945.29079200756,0.005865677482441575
Germany (insured),55,F,Yes,Rheinland-Pfalz,69.9,12149.80662632653,0.005753177984622306
Germany (insured),55,F,Yes,Saarland,16.88,2894.3840802896884,0.005831983431276523
Germany (insured),55,F,Yes,Sachsen,66.9,11902.858520781916,0.0056204986292322364
Germany (insured),55,F,Yes,Sachsen-Anhalt,37.42,6346.441738231874,0.005896217367690711
Germany (insured),55,F,Yes,Schleswig-Holstein,50.64,8631.980742076228,0.005866556183699234
Germany (insured),55,F,Yes,Thüringen,36,6177.297246488034,0.005827791437504
Germany (insured),55,M,No,Baden-Württemberg,400.2,116011.00679539285,0.00344967267378196
Germany (insured),55,M,No,Bayern,472.48,137452.97920486206,0.0034373936653334263
Germany (insured),55,M,No,Berlin,129.8,38695.38769933385,0.0033544049489452345
Germany (insured),55,M,No,Brandenburg,91.96,26412.81599332244,0.0034816431547188636
Germany (insured),55,M,No,Bremen,23.98,7076.754694168192,0.003388558885580904
Germany (insured),55,M,No,Hamburg,68.36,19542.68486129497,0.0034979840531220753
Germany (insured),55,M,No,Hessen,223.52,65689.93352744146,0.003402652248180861
Germany (insured),55,M,No,Mecklenburg-Vorpommern,58.74,16670.907905528933,0.0035235033588373907
Germany (insured),55,M,No,Niedersachsen,288.26,83504.5349744928,0.003452028085517171
Germany (insured),55,M,No,Nordrhein-Westfalen,637.72,186104.6638187204,0.003426673931294844
Germany (insured),55,M,No,Rheinland-Pfalz,147.2,42707.02160344529,0.0034467400083953636
Germany (insured),55,M,No,Saarland,35.42,10173.867555863582,0.003481468557115836
Germany (insured),55,M,No,Sachsen,138.18,41838.989839419395,0.003302660999473059
Germany (insured),55,M,No,Sachsen-Anhalt,76.78,22307.978452297655,0.003441817920175187
Germany (insured),55,M,No,Schleswig-Holstein,100.32,30341.732948537683,0.0033063371881280404
Germany (insured),55,M,No,Thüringen,75.8,21713.42928084373,0.0034909271593903933
Germany (insured),55,M,Yes,Baden-Württemberg,393.86,42908.18059555625,0.009179135412718706
Germany (insured),55,M,Yes,Bayern,464.22,50838.77313056541,0.009131219567548938
Germany (insured),55,M,Yes,Berlin,129.18,14311.99271071252,0.009025996771456489
Germany (insured),55,M,Yes,Brandenburg,88.66,9769.123723557615,0.009075532515388467
Germany (insured),55,M,Yes,Bremen,22.42,2617.429818390975,0.008565654690135056
Germany (insured),55,M,Yes,Hamburg,64.54,7228.116318561153,0.008929020668118896
Germany (insured),55,M,Yes,Hessen,223.68,24296.276784122183,0.00920634885696465
Germany (insured),55,M,Yes,Mecklenburg-Vorpommern,56.2,6165.952239031247,0.009114569464915248
Germany (insured),55,M,Yes,Niedersachsen,282.42,30885.23896316857,0.00914417402879068
Germany (insured),55,M,Yes,Nordrhein-Westfalen,636.5,68833.23182336234,0.00924698700234454
Germany (insured),55,M,Yes,Rheinland-Pfalz,143.66,15795.747716342776,0.009094852778090705
Germany (insured),55,M,Yes,Saarland,33.86,3762.9373151824216,0.008998289677424115
Germany (insured),55,M,Yes,Sachsen,141.6,15474.694872114023,0.009150422749541153
Germany (insured),55,M,Yes,Sachsen-Anhalt,76.02,8250.896139890916,0.009213544651527397
Germany (insured),55,M,Yes,Schleswig-Holstein,101.52,11222.284789185169,0.009046286198139799
Germany (insured),55,M,Yes,Thüringen,73.74,8030.9943915449385,0.00918192647197385
Germany (insured),56,F,No,Baden-Württemberg,302.5,121813.49954799068,0.0024833044048687275
Germany (insured),56,F,No,Bayern,356.76,144327.92958837055,0.00247187083620956
Germany (insured),56,F,No,Berlin,100.26,40630.80497469936,0.0024675858640366964
Germany (insured),56,F,No,Brandenburg,66.66,27733.899031997014,0.0024035567419890495
Germany (insured),56,F,No,Bremen,18.5,7430.710917453501,0.002489667570911228
Germany (insured),56,F,No,Hamburg,49.5,20520.14631436177,0.002412263501520729
Germany (insured),56,F,No,Hessen,166.9,68975.53007332669,0.002419698693472475
Germany (insured),56,F,No,Mecklenburg-Vorpommern,42.04,17504.732427642284,0.002401636253154792
Germany (insured),56,F,No,Niedersachsen,216.24,87681.15986882815,0.002466208251846772
Germany (insured),56,F,No,Nordrhein-Westfalen,483.36,195413.0130250792,0.002473530255316036
Germany (insured),56,F,No,Rheinland-Pfalz,109.52,44843.087742204734,0.002442293907806077
Germany (insured),56,F,No,Saarland,27.1,10682.73127827663,0.00253680442707643
Germany (insured),56,F,No,Sachsen,109.6,43931.639856218375,0.002494785087893469
Germany (insured),56,F,No,Sachsen-Anhalt,57.26,23423.75088519155,0.0024445273637280548
Germany (insured),56,F,No,Schleswig-Holstein,76.6,31859.3276182026,0.0024043194168427815
Germany (insured),56,F,No,Thüringen,56.62,22799.46430042038,0.002483391682100006
Germany (insured),56,F,Yes,Baden-Württemberg,207.8,31991.42412371473,0.006495490766413278
Germany (insured),56,F,Yes,Bayern,243.56,37904.30474038014,0.006425655388437482
Germany (insured),56,F,Yes,Berlin,67.8,10670.716458001853,0.006353837651562518
Germany (insured),56,F,Yes,Brandenburg,46.68,7283.650250827498,0.006408874450650162
Germany (insured),56,F,Yes,Bremen,12.36,1951.4998369069801,0.006333590075820821
Germany (insured),56,F,Yes,Hamburg,35.14,5389.12933508491,0.006520533803341415
Germany (insured),56,F,Yes,Hessen,119.74,18114.785675823172,0.006610069925354432
Germany (insured),56,F,Yes,Mecklenburg-Vorpommern,29.78,4597.202455744438,0.006477852625956983
Germany (insured),56,F,Yes,Niedersachsen,144.98,23027.375319086183,0.006295984583177123
Germany (insured),56,F,Yes,Nordrhein-Westfalen,332.12,51320.589279313725,0.006471476743815776
Germany (insured),56,F,Yes,Rheinland-Pfalz,77.42,11776.972538356798,0.006573845676199747
Germany (insured),56,F,Yes,Saarland,18.3,2805.565790254468,0.0065227484821662905
Germany (insured),56,F,Yes,Sachsen,73.7,11537.602386481592,0.006387808968555981
Germany (insured),56,F,Yes,Sachsen-Anhalt,41.38,6151.69215166647,0.006726604482116407
Germany (insured),56,F,Yes,Schleswig-Holstein,53.1,8367.096142154218,0.006346287779875889
Germany (insured),56,F,Yes,Thüringen,37.64,5987.738099100301,0.006286180086209126
Germany (insured),56,M,No,Baden-Württemberg,420.96,111654.18974361905,0.003770212304317559
Germany (insured),56,M,No,Bayern,500.12,132290.90450040705,0.003780456425849452
Germany (insured),56,M,No,Berlin,142.1,37242.17451197833,0.0038155666757400506
Germany (insured),56,M,No,Brandenburg,98.38,25420.877294712325,0.003870047396848241
Germany (insured),56,M,No,Bremen,25.9,6810.985726425756,0.0038026801171394766
Germany (insured),56,M,No,Hamburg,73.62,18808.75534035478,0.003914134596777171
Germany (insured),56,M,No,Hessen,242.46,63222.93465873058,0.0038350007210005118
Germany (insured),56,M,No,Mecklenburg-Vorpommern,61.22,16044.828554631997,0.0038155596235602243
Germany (insured),56,M,No,Niedersachsen,303.56,80368.50511036992,0.0037771014850048737
Germany (insured),56,M,No,Nordrhein-Westfalen,679.18,179115.46516302667,0.0037918557137532837
Germany (insured),56,M,No,Rheinland-Pfalz,155.48,41103.15068557173,0.0037826783934248984
Germany (insured),56,M,No,Saarland,37.06,9791.785882112994,0.0037848049830929036
Germany (insured),56,M,No,Sachsen,154.8,40267.71803171181,0.0038442704867976685
Germany (insured),56,M,No,Sachsen-Anhalt,80.62,21470.19776582375,0.0037549723984532123
Germany (insured),56,M,No,Schleswig-Holstein,109.52,29202.242971317646,0.0037503968481999894
Germany (insured),56,M,No,Thüringen,78.14,20897.977009921608,0.0037391179042307273
Germany (insured),56,M,Yes,Baden-Württemberg,422,41296.75511065362,0.01021872054763774
Germany (insured),56,M,Yes,Bayern,495.22,48929.512623438226,0.01012108998123925
Germany (insured),56,M,Yes,Berlin,138.72,13774.502901690614,0.010070780847051417
Germany (insured),56,M,Yes,Brandenburg,96.86,9402.24228708538,0.010301797916125156
Germany (insured),56,M,Yes,Bremen,26.4,2519.1317070341834,0.010479801403905621
Germany (insured),56,M,Yes,Hamburg,71.46,6956.662934103822,0.010272166508122717
Germany (insured),56,M,Yes,Hessen,237.12,23383.825147749663,0.010140342672841923
Germany (insured),56,M,Yes,Mecklenburg-Vorpommern,59.7,5934.388643494028,0.010060008466996872
Germany (insured),56,M,Yes,Niedersachsen,302.12,29725.337506575182,0.01016371975366711
Germany (insured),56,M,Yes,Nordrhein-Westfalen,674.46,66248.18574522904,0.010180807103062023
Germany (insured),56,M,Yes,Rheinland-Pfalz,153.36,15202.535185074474,0.010087791156738489
Germany (insured),56,M,Yes,Saarland,36.46,3621.6194358500115,0.010067319508804951
Germany (insured),56,M,Yes,Sachsen,150.2,14893.539545975602,0.010084909603680187
Germany (insured),56,M,Yes,Sachsen-Anhalt,80.84,7941.03205037317,0.010180036988542454
Germany (insured),56,M,Yes,Schleswig-Holstein,109.3,10800.829592131182,0.010119593043077843
Germany (insured),56,M,Yes,Thüringen,78.74,7729.388757094293,0.01018709272809312
Germany (insured),57,F,No,Baden-Württemberg,323.8,120230.94511502316,0.0026931502508794666
Germany (insured),57,F,No,Bayern,388.8,142452.87628460175,0.0027293236201368777
Germany (insured),57,F,No,Berlin,109.24,40102.945084241015,0.0027239894668715315
Germany (insured),57,F,No,Brandenburg,72.82,27373.59081476802,0.002660228265000355
Germany (insured),57,F,No,Bremen,20.56,7334.173960990122,0.0028033150167090354
Germany (insured),57,F,No,Hamburg,54.24,20253.556415578496,0.0026780481850723283
Germany (insured),57,F,No,Hessen,184.2,68079.42634681959,0.002705663221391188
Germany (insured),57,F,No,Mecklenburg-Vorpommern,45.78,17277.317633682094,0.0026497168698659556
Germany (insured),57,F,No,Niedersachsen,232.5,86542.03974870156,0.0026865555824097426
Germany (insured),57,F,No,Nordrhein-Westfalen,516.38,192874.281840359,0.0026772879985492567
Germany (insured),57,F,No,Rheinland-Pfalz,122.42,44260.503483828514,0.002765897139980088
Germany (insured),57,F,No,Saarland,28.74,10543.945316101912,0.0027257349254372985
Germany (insured),57,F,No,Sachsen,115.06,43360.896780451134,0.0026535429048569347
Germany (insured),57,F,No,Sachsen-Anhalt,62.72,23119.438465487343,0.002712868657845142
Germany (insured),57,F,No,Schleswig-Holstein,84.48,31445.423409386345,0.002686559468452984
Germany (insured),57,F,No,Thüringen,61.6,22503.26237344347,0.0027373808729482412
Germany (insured),57,F,Yes,Baden-Württemberg,225.9,31575.803767581838,0.007154212182935036
Germany (insured),57,F,Yes,Bayern,271.68,37411.86649898631,0.007261867033748805
Germany (insured),57,F,Yes,Berlin,76.74,10532.08658778047,0.007286305459075434
Germany (insured),57,F,Yes,Brandenburg,52.68,7189.0238503431165,0.007327837700452989
Germany (insured),57,F,Yes,Bremen,13.14,1926.1466968256887,0.0068219103049912385
Germany (insured),57,F,Yes,Hamburg,36.12,5319.115826313545,0.006790602269143149
Germany (insured),57,F,Yes,Hessen,127.86,17879.445303205142,0.007151228566194909
Germany (insured),57,F,Yes,Mecklenburg-Vorpommern,32.84,4537.477358340752,0.007237501679128777
Germany (insured),57,F,Yes,Niedersachsen,165.04,22728.212459254955,0.007261459751657482
Germany (insured),57,F,Yes,Nordrhein-Westfalen,364.02,50653.851796457915,0.007186422889669664
Germany (insured),57,F,Yes,Rheinland-Pfalz,84.54,11623.97061191456,0.007272902076451104
Germany (insured),57,F,Yes,Saarland,19.78,2769.116951703532,0.00714307136353759
Germany (insured),57,F,Yes,Sachsen,82.28,11387.710265573025,0.007225333107459395
Germany (insured),57,F,Yes,Sachsen-Anhalt,43.34,6071.771718208796,0.007137949516452757
Germany (insured),57,F,Yes,Schleswig-Holstein,58.72,8258.394026707523,0.007110341285496961
Germany (insured),57,F,Yes,Thüringen,41.24,5909.94769403566,0.0069780651428809695
Germany (insured),57,M,No,Baden-Württemberg,464.18,109199.58689975143,0.004250748681184403
Germany (insured),57,M,No,Bayern,543.24,129382.62464857036,0.004198709072996091
Germany (insured),57,M,No,Berlin,151.62,36423.44350261072,0.004162703616672937
Germany (insured),57,M,No,Brandenburg,103.3,24862.025380202987,0.004154931001005864
Germany (insured),57,M,No,Bremen,29.2,6661.253190888889,0.0043835595440117935
Germany (insured),57,M,No,Hamburg,79.1,18395.264145317167,0.004300019797222443
Germany (insured),57,M,No,Hessen,258.48,61833.04328459299,0.004180289150742897
Germany (insured),57,M,No,Mecklenburg-Vorpommern,65.28,15692.099455168727,0.00416005520398979
Germany (insured),57,M,No,Niedersachsen,334.18,78601.68595513464,0.004251562748803479
Germany (insured),57,M,No,Nordrhein-Westfalen,728.48,175177.7953704342,0.004158517912955479
Germany (insured),57,M,No,Rheinland-Pfalz,170.5,40199.54007502149,0.004241342057192898
Germany (insured),57,M,No,Saarland,39.14,9576.523512398373,0.004087078149949392
Germany (insured),57,M,No,Sachsen,164.32,39382.47355119873,0.004172414406280948
Germany (insured),57,M,No,Sachsen-Anhalt,88.96,20998.197488759335,0.0042365541160198006
Germany (insured),57,M,No,Schleswig-Holstein,119.16,28560.261610749796,0.0041722306897619375
Germany (insured),57,M,No,Thüringen,87.92,20438.556419279907,0.004301673669920451
Germany (insured),57,M,Yes,Baden-Württemberg,454.18,40388.88830538752,0.011245172101937167
Germany (insured),57,M,Yes,Bayern,538.88,47853.847472758905,0.011260954520046914
Germany (insured),57,M,Yes,Berlin,155.22,13471.68458315739,0.011521944344960363
Germany (insured),57,M,Yes,Brandenburg,104.04,9195.543633773708,0.01131417609915724
Germany (insured),57,M,Yes,Bremen,27.34,2463.7511801917813,0.01109689980863726
Germany (insured),57,M,Yes,Hamburg,78.4,6803.727834569363,0.011523094677840282
Germany (insured),57,M,Yes,Hessen,259.5,22869.755735397408,0.01134686364832268
Germany (insured),57,M,Yes,Mecklenburg-Vorpommern,64.54,5803.9271957473375,0.01112005678625498
Germany (insured),57,M,Yes,Niedersachsen,334.44,29071.856449159386,0.011503909307782454
Germany (insured),57,M,Yes,Nordrhein-Westfalen,728.4,64791.78732879075,0.011242165558787256
Germany (insured),57,M,Yes,Rheinland-Pfalz,167.42,14868.323041446307,0.011260180420704279
Germany (insured),57,M,Yes,Saarland,40.56,3542.001847051453,0.011451151566666817
Germany (insured),57,M,Yes,Sachsen,162.9,14566.120354552955,0.01118348578996068
Germany (insured),57,M,Yes,Sachsen-Anhalt,88.14,7766.4566054315355,0.011348804799650662
Germany (insured),57,M,Yes,Schleswig-Holstein,120.28,10563.384431373212,0.01138650219363113
Germany (insured),57,M,Yes,Thüringen,86.76,7559.46607288435,0.011477001042600925
Germany (insured),58,F,No,Baden-Württemberg,341.52,116132.2429864742,0.0029407853600121755
Germany (insured),58,F,No,Bayern,408.4,137596.62312376167,0.002968096096607425
Germany (insured),58,F,No,Berlin,113.52,38735.82594348561,0.002930620355575281
Germany (insured),58,F,No,Brandenburg,77.08,26440.418453599432,0.0029152337409208747
Germany (insured),58,F,No,Bremen,21.14,7084.150188854755,0.002984126456446226
Germany (insured),58,F,No,Hamburg,59.14,19563.107756859226,0.0030230370723825463
Germany (insured),58,F,No,Hessen,195.94,65758.58216306016,0.002979687115426725
Germany (insured),58,F,No,Mecklenburg-Vorpommern,49.28,16688.32967810176,0.002952961797289076
Germany (insured),58,F,No,Niedersachsen,246.82,83591.80058866148,0.002952681940834745
Germany (insured),58,F,No,Nordrhein-Westfalen,553.86,186299.15071446513,0.002972960412733625
Germany (insured),58,F,No,Rheinland-Pfalz,124.84,42751.6521671707,0.0029201210636688687
Germany (insured),58,F,No,Saarland,30.04,10184.49965867099,0.0029495803433430548
Germany (insured),58,F,No,Sachsen,122.62,41882.71327486695,0.002927699530717415
Germany (insured),58,F,No,Sachsen-Anhalt,65.24,22331.29119143328,0.0029214611658920707
Germany (insured),58,F,No,Schleswig-Holstein,87.32,30373.441285833436,0.0028748800367486564
Germany (insured),58,F,No,Thüringen,63.94,21736.120692064447,0.0029416472656661127
Germany (insured),58,F,Yes,Baden-Württemberg,241.78,30499.376945942724,0.007927375055186613
Germany (insured),58,F,Yes,Bayern,287.64,36136.486880987926,0.007959821909288385
Germany (insured),58,F,Yes,Berlin,78.2,10173.045197279049,0.0076869804943868626
Germany (insured),58,F,Yes,Brandenburg,52.74,6943.948280743286,0.007595102651650895
Germany (insured),58,F,Yes,Bremen,14.98,1860.4838879820568,0.008051668760350196
Germany (insured),58,F,Yes,Hamburg,39.74,5137.785875538787,0.007734849400634581
Germany (insured),58,F,Yes,Hessen,135.24,17269.93066908651,0.007830952109268284
Germany (insured),58,F,Yes,Mecklenburg-Vorpommern,34.44,4382.793652834806,0.007858001705766842
Germany (insured),58,F,Yes,Niedersachsen,175.3,21953.402174799983,0.007985094911677268
Germany (insured),58,F,Yes,Nordrhein-Westfalen,390.44,48927.04968258682,0.007980043810795277
Germany (insured),58,F,Yes,Rheinland-Pfalz,89.18,11227.706629762006,0.00794285092590546
Germany (insured),58,F,Yes,Saarland,20.34,2674.7170820752085,0.007604542602397031
Germany (insured),58,F,Yes,Sachsen,87.16,10999.500456025662,0.007923996216778433
Germany (insured),58,F,Yes,Sachsen-Anhalt,48.52,5864.783545224901,0.008273110103015638
Germany (insured),58,F,Yes,Schleswig-Holstein,63.38,7976.86336799666,0.007945478952827732
Germany (insured),58,F,Yes,Thüringen,46.38,5708.476141350259,0.008124760242762348
Germany (insured),58,M,No,Baden-Württemberg,493.18,104987.12916930876,0.004697528200858482
Germany (insured),58,M,No,Bayern,586.4,124391.59077326662,0.004714145034682079
Germany (insured),58,M,No,Berlin,166.24,35018.38126283531,0.0047472211451541025
Germany (insured),58,M,No,Brandenburg,112.02,23902.953702546885,0.004686450109639134
Germany (insured),58,M,No,Bremen,31.74,6404.2902453774195,0.004956052705904413
Germany (insured),58,M,No,Hamburg,83.94,17685.652736955217,0.004746220071629157
Germany (insured),58,M,No,Hessen,280.64,59447.78626507607,0.004720781338242501
Germany (insured),58,M,No,Mecklenburg-Vorpommern,70.68,15086.764695821286,0.004684901065605992
Germany (insured),58,M,No,Niedersachsen,355.08,75569.56569691883,0.004698716960000705
Germany (insured),58,M,No,Nordrhein-Westfalen,791.66,168420.1776975072,0.004700505668755849
Germany (insured),58,M,No,Rheinland-Pfalz,182.96,38648.81201682176,0.0047339100596511825
Germany (insured),58,M,No,Saarland,43.8,9207.101780633011,0.004757197329145702
Germany (insured),58,M,No,Sachsen,176.7,37863.26446016985,0.004666792536757601
Germany (insured),58,M,No,Sachsen-Anhalt,94.42,20188.17593237662,0.004676995104276593
Germany (insured),58,M,No,Schleswig-Holstein,128.46,27458.52763701127,0.004678328047963109
Germany (insured),58,M,No,Thüringen,93.02,19650.123445934292,0.004733812500259193
Germany (insured),58,M,Yes,Baden-Württemberg,486.72,38830.85599412789,0.012534361850627326
Germany (insured),58,M,Yes,Bayern,581.04,46007.84864216711,0.012629149528792903
Germany (insured),58,M,Yes,Berlin,158.72,12952.004028719904,0.012254474261129989
Germany (insured),58,M,Yes,Brandenburg,111.4,8840.818492722821,0.012600643265292364
Germany (insured),58,M,Yes,Bremen,28.64,2368.710090756032,0.012090968882924309
Germany (insured),58,M,Yes,Hamburg,81.2,6541.268820517683,0.012413493808006158
Germany (insured),58,M,Yes,Hessen,278.24,21987.537385713065,0.012654441246375922
Germany (insured),58,M,Yes,Mecklenburg-Vorpommern,69,5580.036257358558,0.012365511050041597
Germany (insured),58,M,Yes,Niedersachsen,352.82,27950.387312559018,0.01262308089167217
Germany (insured),58,M,Yes,Nordrhein-Westfalen,783.46,62292.394490858824,0.012577137327976209
Germany (insured),58,M,Yes,Rheinland-Pfalz,181.7,14294.766088413531,0.012710946011720679
Germany (insured),58,M,Yes,Saarland,41.88,3405.3664120149488,0.012298236058310003
Germany (insured),58,M,Yes,Sachsen,177.26,14004.221101706653,0.012657612209392913
Germany (insured),58,M,Yes,Sachsen-Anhalt,93.94,7466.859591426969,0.01258092493233121
Germany (insured),58,M,Yes,Schleswig-Holstein,128.18,10155.893783552116,0.012621242672662916
Germany (insured),58,M,Yes,Thüringen,90.6,7267.853877263368,0.012465853267005203
Germany (insured),59,F,No,Baden-Württemberg,362.74,112623.76842193939,0.003220812134797448
Germany (insured),59,F,No,Bayern,430.16,133439.68754772333,0.0032236286513047906
Germany (insured),59,F,No,Berlin,121.3,37565.57678128872,0.00322902003358615
Germany (insured),59,F,No,Brandenburg,82.88,25641.626204052376,0.0032322442945097504
Germany (insured),59,F,No,Bremen,21.56,6870.130721824945,0.0031382226733340695
Germany (insured),59,F,No,Hamburg,64.24,18972.086140440533,0.0033860272151657192
Germany (insured),59,F,No,Hessen,211.56,63771.94772816131,0.0033174461112872107
Germany (insured),59,F,No,Mecklenburg-Vorpommern,51.04,16184.158065683914,0.003153701279538457
Germany (insured),59,F,No,Niedersachsen,257.6,81066.40627415449,0.0031776417857828218
Germany (insured),59,F,No,Nordrhein-Westfalen,587.66,180670.86166340232,0.003252655102153861
Germany (insured),59,F,No,Rheinland-Pfalz,135.3,41460.080762338475,0.003263380039599534
Germany (insured),59,F,No,Saarland,32.28,9876.815443796033,0.0032682599147153425
Germany (insured),59,F,No,Sachsen,134.06,40617.39340813803,0.0033005564550368212
Germany (insured),59,F,No,Sachsen-Anhalt,72.28,21656.639904903925,0.0033375445275623267
Germany (insured),59,F,No,Schleswig-Holstein,93.98,29455.828369314204,0.0031905400459864256
Germany (insured),59,F,No,Thüringen,67.42,21079.45011877113,0.0031983756511733143
Germany (insured),59,F,Yes,Baden-Württemberg,260.52,29577.95938353963,0.008807909856857178
Germany (insured),59,F,Yes,Bayern,308.64,35044.76642667481,0.008807021175209612
Germany (insured),59,F,Yes,Berlin,88.92,9865.707033469766,0.009013038771406419
Germany (insured),59,F,Yes,Brandenburg,60.4,6734.164457629916,0.008969189924009925
Germany (insured),59,F,Yes,Bremen,15.52,1804.2767552267533,0.008601784595983179
Germany (insured),59,F,Yes,Hamburg,43.42,4982.568077287412,0.008714381685606296
Germany (insured),59,F,Yes,Hessen,149.82,16748.18829224438,0.008945445166112532
Germany (insured),59,F,Yes,Mecklenburg-Vorpommern,36.74,4250.38494654325,0.00864392295335035
Germany (insured),59,F,Yes,Niedersachsen,189.4,21290.1673043234,0.008896125488010538
Germany (insured),59,F,Yes,Nordrhein-Westfalen,412.86,47448.91316412585,0.008701147665319894
Germany (insured),59,F,Yes,Rheinland-Pfalz,95.9,10888.506058795962,0.008807452508375105
Germany (insured),59,F,Yes,Saarland,22.52,2593.9111266535037,0.008681870311051807
Germany (insured),59,F,Yes,Sachsen,91.2,10667.194228399883,0.008549577147212058
Germany (insured),59,F,Yes,Sachsen-Anhalt,51.34,5687.602399267697,0.009026650668585807
Germany (insured),59,F,Yes,Schleswig-Holstein,67.06,7735.874117193628,0.008668703624707844
Germany (insured),59,F,Yes,Thüringen,47.72,5536.017202909589,0.008619915410472277
Germany (insured),59,M,No,Baden-Württemberg,532.62,101584.13831829393,0.005243141388187395
Germany (insured),59,M,No,Bayern,631.74,120359.63515457399,0.00524876964929876
